user_id,item_ids,timestamp
1297,"[668, 839, 82, 472, 1142]",1263686400
7,"[1, 669, 1151, 1114, 408, 1240, 1333, 1320, 1296, 1292, 1284]",1263772800
715,"[42, 437, 678, 531, 949, 986, 1214, 1242, 1256, 1314, 1288]",1263859200
1113,"[1081, 1126, 1151, 1214, 1257, 1348, 1290, 1239, 1292, 1293, 1296]",1263859200
968,"[643, 464, 647, 691, 1242, 1315, 891, 1244, 909, 1290, 805]",1263945600
2857,"[767, 1214, 1183, 1240, 1320, 1290, 1322, 1338, 1292, 1294, 1296]",1263945600
804,"[312, 885, 484, 1240, 103, 1320, 1323, 1288, 1293, 805, 1262]",1264032000
715,"[437, 678, 531, 949, 986, 1214, 1242, 1256, 1314, 1288, 1319]",1264636800
389,"[1114, 1214, 1333, 1342, 1288, 1290, 1239, 1352, 1292, 1320, 1295]",1264982400
221,"[20, 235, 193, 506, 789, 188, 130, 1338, 1319, 1220, 1295]",1265068800
758,"[827, 103, 1319, 1338, 1348, 1293, 1352, 1262, 1342, 1295, 1296]",1265068800
1026,"[336, 355, 603, 819, 198, 1081, 280, 664, 1214, 1157, 662]",1265155200
3646,"[781, 531, 1026, 1081, 885, 1007, 1214, 1284, 1243, 1352, 1239]",1265241600
400,"[1214, 1313, 1319, 1320, 1288, 1293, 1342, 1292, 1295, 1296, 1294]",1265414400
704,"[454, 639, 789, 552, 42, 61, 947, 1352, 1105, 1345, 239]",1266105600
3695,"[559, 767, 665, 564, 946]",1266105600
968,"[464, 647, 691, 1242, 1315, 891, 1244, 909, 1290, 805, 912]",1266624000
1203,"[320, 1177, 1214, 819, 1322, 1338, 1345, 1292, 1296, 1320, 239]",1266624000
7,"[669, 1151, 1114, 408, 1240, 1333, 1320, 1296, 1292, 1284, 1275]",1266883200
344,"[64, 769, 471, 498, 1088, 1241, 1242, 1320, 1258, 1288, 1225]",1266883200
924,"[50, 471, 498, 529, 304, 1240, 1315, 1288, 1319, 1324, 1295]",1266883200
1354,"[1176, 1214, 1183, 243, 216, 1313, 424, 528, 1294, 1295, 831]",1267056000
9,"[678, 64, 1118, 1242, 664, 447, 1290, 1293, 668, 1324, 1376]",1267488000
221,"[235, 193, 506, 789, 188, 130, 1338, 1319, 1220, 1295, 1221]",1267488000
1026,"[355, 603, 819, 198, 1081, 280, 664, 1214, 1157, 662, 998]",1267574400
529,"[1240, 1241, 103, 1313, 1315, 1260, 1290, 1293, 1320, 1375, 1295]",1267747200
1026,"[603, 819, 198, 1081, 280, 664, 1214, 1157, 662, 998, 1362]",1268092800
344,"[769, 471, 498, 1088, 1241, 1242, 1320, 1258, 1288, 1225, 1275]",1268352000
1026,"[819, 198, 1081, 280, 664, 1214, 1157, 662, 998, 1362, 1288]",1268352000
572,"[556, 1241, 1313, 1290, 1288, 1293, 1294, 1320, 1292, 1295, 1296]",1268870400
221,"[193, 506, 789, 188, 130, 1338, 1319, 1220, 1295, 1221, 680]",1269302400
1513,"[601, 102, 430, 1242, 1240, 103, 1293, 1338, 1295, 1296, 1449]",1269388800
199,"[19, 1320, 1290, 1293, 1338, 1295, 1294, 1296, 1221, 1361, 1362]",1269475200
199,"[1320, 1290, 1293, 1338, 1295, 1294, 1296, 1221, 1361, 1362, 1449]",1269475200
455,"[1240, 1242, 1238, 1313, 1323, 1288, 1314, 1262, 1320, 1257, 1449]",1269475200
1026,"[198, 1081, 280, 664, 1214, 1157, 662, 998, 1362, 1288, 665]",1269475200
389,"[1214, 1333, 1342, 1288, 1290, 1239, 1352, 1292, 1320, 1295, 1449]",1269648000
563,"[330, 726, 1023, 1313, 1292, 1294, 1295, 1296, 1320, 1322, 1449]",1269648000
2439,"[223, 327, 772, 272, 243, 1156]",1269907200
1026,"[1081, 280, 664, 1214, 1157, 662, 998, 1362, 1288, 665, 1449]",1269993600
1026,"[280, 664, 1214, 1157, 662, 998, 1362, 1288, 665, 1449, 663]",1270080000
221,"[506, 789, 188, 130, 1338, 1319, 1220, 1295, 1221, 680, 447]",1270512000
9,"[64, 1118, 1242, 664, 447, 1290, 1293, 668, 1324, 1376, 1223]",1270598400
600,"[1240, 1241, 1323, 1322, 1293, 1292, 805, 1295, 1296, 1362, 1221]",1270857600
1113,"[1126, 1151, 1214, 1257, 1348, 1290, 1239, 1292, 1293, 1296, 1449]",1271116800
1203,"[1177, 1214, 819, 1322, 1338, 1345, 1292, 1296, 1320, 239, 1449]",1271116800
2857,"[1214, 1183, 1240, 1320, 1290, 1322, 1338, 1292, 1294, 1296, 1449]",1271203200
3932,"[984, 1214, 1241, 1240, 1332, 1352, 1336, 1295, 1221, 1449, 680]",1271203200
698,"[1240, 1338, 1288, 1290, 1292, 1293, 1295, 1375, 1320, 1322, 1361]",1271289600
455,"[1242, 1238, 1313, 1323, 1288, 1314, 1262, 1320, 1257, 1449, 680]",1271376000
455,"[1238, 1313, 1323, 1288, 1314, 1262, 1320, 1257, 1449, 680, 1295]",1271376000
9,"[1118, 1242, 664, 447, 1290, 1293, 668, 1324, 1376, 1223, 771]",1271462400
704,"[639, 789, 552, 42, 61, 947, 1352, 1105, 1345, 239, 752]",1271635200
1026,"[664, 1214, 1157, 662, 998, 1362, 1288, 665, 1449, 663, 680]",1271635200
344,"[471, 498, 1088, 1241, 1242, 1320, 1258, 1288, 1225, 1275, 195]",1271721600
1421,"[379, 1313, 1319, 1295, 1130, 93, 1449, 1416]",1271894400
389,"[1333, 1342, 1288, 1290, 1239, 1352, 1292, 1320, 1295, 1449, 1416]",1272067200
389,"[1342, 1288, 1290, 1239, 1352, 1292, 1320, 1295, 1449, 1416, 1451]",1272067200
221,"[789, 188, 130, 1338, 1319, 1220, 1295, 1221, 680, 447, 1451]",1272240000
707,"[1214, 958, 1241, 103, 1288, 959, 1294, 1375, 1449, 1416, 992]",1272240000
221,"[188, 130, 1338, 1319, 1220, 1295, 1221, 680, 447, 1451, 992]",1272326400
400,"[1313, 1319, 1320, 1288, 1293, 1342, 1292, 1295, 1296, 1294, 1416]",1272326400
436,"[1214, 1240, 1332, 1288, 1294, 1296, 1292, 1293, 1295, 1376, 1416]",1272326400
436,"[1240, 1332, 1288, 1294, 1296, 1292, 1293, 1295, 1376, 1416, 1451]",1272326400
704,"[789, 552, 42, 61, 947, 1352, 1105, 1345, 239, 752, 383]",1272326400
789,"[1114, 103, 1342, 1352, 1288, 1290, 1324, 1275, 752, 1449, 992]",1272326400
789,"[103, 1342, 1352, 1288, 1290, 1324, 1275, 752, 1449, 992, 1416]",1272326400
789,"[1342, 1352, 1288, 1290, 1324, 1275, 752, 1449, 992, 1416, 1451]",1272326400
1206,"[460, 1214, 1240, 1315, 1323, 1254, 1290, 805, 1150, 1324, 1416]",1272326400
2723,"[494, 1322, 1292, 1296, 1290, 1293, 1324, 1295, 1221, 1416, 1451]",1272326400
1026,"[1214, 1157, 662, 998, 1362, 1288, 665, 1449, 663, 680, 1451]",1272412800
1354,"[1214, 1183, 243, 216, 1313, 424, 528, 1294, 1295, 831, 708]",1272412800
600,"[1241, 1323, 1322, 1293, 1292, 805, 1295, 1296, 1362, 1221, 1449]",1272499200
1026,"[1157, 662, 998, 1362, 1288, 665, 1449, 663, 680, 1451, 1448]",1272499200
1203,"[1214, 819, 1322, 1338, 1345, 1292, 1296, 1320, 239, 1449, 1416]",1272499200
3932,"[1214, 1241, 1240, 1332, 1352, 1336, 1295, 1221, 1449, 680, 1416]",1272758400
3932,"[1241, 1240, 1332, 1352, 1336, 1295, 1221, 1449, 680, 1416, 1451]",1272758400
698,"[1338, 1288, 1290, 1292, 1293, 1295, 1375, 1320, 1322, 1361, 992]",1272844800
1525,"[171, 515, 517, 1214, 1020, 1240, 103, 202, 1294, 805, 1416]",1272844800
3932,"[1240, 1332, 1352, 1336, 1295, 1221, 1449, 680, 1416, 1451, 992]",1272844800
600,"[1323, 1322, 1293, 1292, 805, 1295, 1296, 1362, 1221, 1449, 1416]",1272931200
1513,"[102, 430, 1242, 1240, 103, 1293, 1338, 1295, 1296, 1449, 1079]",1272931200
931,"[711, 287, 338, 348, 50, 365, 830, 616, 1362, 1223, 1394]",1273190400
3646,"[531, 1026, 1081, 885, 1007, 1214, 1284, 1243, 1352, 1239, 992]",1273190400
2018,"[265, 220, 1031, 159, 210]",1273276800
707,"[958, 1241, 103, 1288, 959, 1294, 1375, 1449, 1416, 992, 1451]",1273363200
1525,"[515, 517, 1214, 1020, 1240, 103, 202, 1294, 805, 1416, 1451]",1273363200
2723,"[1322, 1292, 1296, 1290, 1293, 1324, 1295, 1221, 1416, 1451, 280]",1273449600
1556,"[1214, 1242, 1240, 1315, 1323, 103, 1293, 805, 1294, 1449, 1416]",1273536000
572,"[1241, 1313, 1290, 1288, 1293, 1294, 1320, 1292, 1295, 1296, 1416]",1273622400
596,"[984, 1313, 1315, 1319, 1293, 1288, 1290, 1338, 1362, 992, 1416]",1273708800
856,"[1214, 1240, 1241, 1315, 1319, 103, 1352, 1290, 1375, 1449, 992]",1273708800
856,"[1240, 1241, 1315, 1319, 103, 1352, 1290, 1375, 1449, 992, 1451]",1273708800
1026,"[662, 998, 1362, 1288, 665, 1449, 663, 680, 1451, 1448, 992]",1273708800
1026,"[998, 1362, 1288, 665, 1449, 663, 680, 1451, 1448, 992, 1045]",1273968000
1113,"[1151, 1214, 1257, 1348, 1290, 1239, 1292, 1293, 1296, 1449, 1416]",1274054400
1113,"[1214, 1257, 1348, 1290, 1239, 1292, 1293, 1296, 1449, 1416, 1451]",1274054400
221,"[130, 1338, 1319, 1220, 1295, 1221, 680, 447, 1451, 992, 204]",1274140800
704,"[552, 42, 61, 947, 1352, 1105, 1345, 239, 752, 383, 959]",1274227200
715,"[678, 531, 949, 986, 1214, 1242, 1256, 1314, 1288, 1319, 752]",1274227200
1095,"[548, 333, 1102, 1214, 1064, 805, 1262, 1292, 1322, 1294, 1416]",1274227200
3168,"[1214, 1240, 1241, 1242, 1220, 1290, 1293, 1292, 1221, 752, 992]",1274227200
3664,"[826, 542, 1214, 1315, 1319, 1254, 1288, 1292, 1449, 992, 1416]",1274227200
150,"[12, 1241, 1242, 1294, 1296, 1288, 1262, 1295, 1048, 1416, 1451]",1274313600
1570,"[1242, 1240, 1313, 1338, 1288, 1290, 1292, 1296, 1295, 1314, 992]",1274313600
1570,"[1240, 1313, 1338, 1288, 1290, 1292, 1296, 1295, 1314, 992, 1451]",1274313600
758,"[103, 1319, 1338, 1348, 1293, 1352, 1262, 1342, 1295, 1296, 1344]",1274400000
389,"[1288, 1290, 1239, 1352, 1292, 1320, 1295, 1449, 1416, 1451, 1200]",1274486400
931,"[287, 338, 348, 50, 365, 830, 616, 1362, 1223, 1394, 839]",1274659200
949,"[51, 460, 1214, 1256, 103, 1332, 1288, 805, 1275, 1449, 1331]",1274745600
2621,"[1081, 1118, 1320, 1322, 1293, 1290, 1294, 1295, 1275, 1201, 1451]",1274745600
455,"[1313, 1323, 1288, 1314, 1262, 1320, 1257, 1449, 680, 1295, 1252]",1274832000
923,"[642, 1126, 325, 1125, 94, 1214, 1110, 1105, 1108, 805, 633]",1274832000
1513,"[430, 1242, 1240, 103, 1293, 1338, 1295, 1296, 1449, 1079, 1200]",1274832000
704,"[42, 61, 947, 1352, 1105, 1345, 239, 752, 383, 959, 322]",1275004800
1525,"[517, 1214, 1020, 1240, 103, 202, 1294, 805, 1416, 1451, 1493]",1275004800
389,"[1290, 1239, 1352, 1292, 1320, 1295, 1449, 1416, 1451, 1200, 1411]",1275091200
436,"[1332, 1288, 1294, 1296, 1292, 1293, 1295, 1376, 1416, 1451, 1200]",1275350400
596,"[1313, 1315, 1319, 1293, 1288, 1290, 1338, 1362, 992, 1416, 1451]",1275350400
758,"[1319, 1338, 1348, 1293, 1352, 1262, 1342, 1295, 1296, 1344, 1200]",1275350400
2621,"[1118, 1320, 1322, 1293, 1290, 1294, 1295, 1275, 1201, 1451, 1493]",1275350400
72,"[1214, 1220, 1290, 1294, 1319, 1322, 1293, 1449, 1416, 1451, 1411]",1275436800
492,"[1242, 1240, 1322, 1338, 1293, 1290, 103, 1320, 1292, 1295, 1447]",1275436800
563,"[726, 1023, 1313, 1292, 1294, 1295, 1296, 1320, 1322, 1449, 1447]",1275436800
563,"[1023, 1313, 1292, 1294, 1295, 1296, 1320, 1322, 1449, 1447, 1478]",1275436800
707,"[1241, 103, 1288, 959, 1294, 1375, 1449, 1416, 992, 1451, 1447]",1275436800
707,"[103, 1288, 959, 1294, 1375, 1449, 1416, 992, 1451, 1447, 1478]",1275436800
923,"[1126, 325, 1125, 94, 1214, 1110, 1105, 1108, 805, 633, 1200]",1275436800
968,"[647, 691, 1242, 1315, 891, 1244, 909, 1290, 805, 912, 908]",1275436800
529,"[1241, 103, 1313, 1315, 1260, 1290, 1293, 1320, 1375, 1295, 1399]",1275609600
2723,"[1292, 1296, 1290, 1293, 1324, 1295, 1221, 1416, 1451, 280, 1411]",1275609600
3066,"[1074, 362, 364, 791, 763]",1275609600
596,"[1315, 1319, 1293, 1288, 1290, 1338, 1362, 992, 1416, 1451, 1447]",1275696000
1554,"[1242, 839, 103, 1320, 1296, 1292, 1449, 1294, 1295, 1324, 1447]",1275696000
400,"[1319, 1320, 1288, 1293, 1342, 1292, 1295, 1296, 1294, 1416, 1331]",1275782400
1095,"[333, 1102, 1214, 1064, 805, 1262, 1292, 1322, 1294, 1416, 1250]",1275868800
92,"[6, 313, 1102, 831, 834, 1316, 1296, 1275, 1294, 1245, 1248]",1275955200
2723,"[1296, 1290, 1293, 1324, 1295, 1221, 1416, 1451, 280, 1411, 1200]",1276214400
3168,"[1240, 1241, 1242, 1220, 1290, 1293, 1292, 1221, 752, 992, 1451]",1276300800
344,"[498, 1088, 1241, 1242, 1320, 1258, 1288, 1225, 1275, 195, 1447]",1276473600
715,"[531, 949, 986, 1214, 1242, 1256, 1314, 1288, 1319, 752, 1447]",1276473600
1227,"[1319, 1323, 1292, 1296, 1322, 1338, 1320, 1361, 1362, 1447, 1478]",1276473600
913,"[1238, 49, 63, 707, 1313, 983, 1296, 1288, 830, 1157, 771]",1276560000
1521,"[1241, 103, 1322, 1323, 1288, 1223, 1290, 1295, 1221, 1451, 1478]",1276646400
2857,"[1183, 1240, 1320, 1290, 1322, 1338, 1292, 1294, 1296, 1449, 1493]",1276646400
3651,"[1102, 829, 1354, 537, 996]",1276646400
4310,"[859, 1394, 1012, 1013, 1384, 848]",1276646400
389,"[1239, 1352, 1292, 1320, 1295, 1449, 1416, 1451, 1200, 1411, 419]",1276905600
804,"[885, 484, 1240, 103, 1320, 1323, 1288, 1293, 805, 1262, 256]",1277078400
804,"[484, 1240, 103, 1320, 1323, 1288, 1293, 805, 1262, 256, 1478]",1277078400
1203,"[819, 1322, 1338, 1345, 1292, 1296, 1320, 239, 1449, 1416, 824]",1277078400
1206,"[1214, 1240, 1315, 1323, 1254, 1290, 805, 1150, 1324, 1416, 256]",1277078400
14,"[569, 44, 612, 277, 143, 570, 643, 53, 54, 621, 2]",1277164800
436,"[1288, 1294, 1296, 1292, 1293, 1295, 1376, 1416, 1451, 1200, 1052]",1277251200
1026,"[1362, 1288, 665, 1449, 663, 680, 1451, 1448, 992, 1045, 540]",1277251200
2857,"[1240, 1320, 1290, 1322, 1338, 1292, 1294, 1296, 1449, 1493, 1395]",1277251200
9,"[1242, 664, 447, 1290, 1293, 668, 1324, 1376, 1223, 771, 256]",1277337600
600,"[1322, 1293, 1292, 805, 1295, 1296, 1362, 1221, 1449, 1416, 1447]",1277337600
698,"[1288, 1290, 1292, 1293, 1295, 1375, 1320, 1322, 1361, 992, 824]",1277337600
1513,"[1242, 1240, 103, 1293, 1338, 1295, 1296, 1449, 1079, 1200, 1451]",1277337600
1883,"[134, 391, 929, 1036, 1085, 1171]",1277337600
4109,"[1240, 1241, 1238, 1071, 805, 1375, 1449, 787, 1451, 1416, 1514]",1277337600
4677,"[1240, 1313, 1319, 1320, 1338, 1290, 1292, 1294, 1296, 1449, 1361]",1277337600
150,"[1241, 1242, 1294, 1296, 1288, 1262, 1295, 1048, 1416, 1451, 644]",1277424000
648,"[1240, 1242, 1323, 1315, 1322, 1290, 1292, 1262, 1294, 540, 824]",1277424000
389,"[1352, 1292, 1320, 1295, 1449, 1416, 1451, 1200, 1411, 419, 1478]",1277510400
563,"[1313, 1292, 1294, 1295, 1296, 1320, 1322, 1449, 1447, 1478, 256]",1277510400
281,"[601, 1315, 1320, 1288, 1293, 1449, 680, 1451, 1200, 1246, 540]",1277683200
572,"[1313, 1290, 1288, 1293, 1294, 1320, 1292, 1295, 1296, 1416, 1514]",1277683200
804,"[1240, 103, 1320, 1323, 1288, 1293, 805, 1262, 256, 1478, 540]",1277683200
1206,"[1240, 1315, 1323, 1254, 1290, 805, 1150, 1324, 1416, 256, 824]",1277683200
221,"[1338, 1319, 1220, 1295, 1221, 680, 447, 1451, 992, 204, 1039]",1277769600
3264,"[545, 546, 1240, 1313, 1338, 1319, 1375, 1451, 1447, 1514, 824]",1277769600
221,"[1319, 1220, 1295, 1221, 680, 447, 1451, 992, 204, 1039, 540]",1277856000
949,"[460, 1214, 1256, 103, 1332, 1288, 805, 1275, 1449, 1331, 1514]",1277856000
134,"[536, 463, 1240, 10, 482, 399, 458, 1447, 1501, 39, 1228]",1278028800
573,"[552, 1241, 103, 1315, 1323, 1292, 992, 1451, 1478, 419, 540]",1278028800
588,"[631, 785, 831, 736, 1240, 368, 1055, 1288, 1290, 1292, 866]",1278028800
698,"[1290, 1292, 1293, 1295, 1375, 1320, 1322, 1361, 992, 824, 419]",1278028800
924,"[471, 498, 529, 304, 1240, 1315, 1288, 1319, 1324, 1295, 824]",1278028800
1095,"[1102, 1214, 1064, 805, 1262, 1292, 1322, 1294, 1416, 1250, 1514]",1278028800
2969,"[564, 1241, 1242, 1126, 1290, 1293, 1262, 1296, 1314, 1478, 824]",1278028800
42,"[4, 904, 706, 472, 532, 1021, 1257, 1260, 1290, 1293, 72]",1278201600
42,"[904, 706, 472, 532, 1021, 1257, 1260, 1290, 1293, 72, 256]",1278201600
42,"[706, 472, 532, 1021, 1257, 1260, 1290, 1293, 72, 256, 1478]",1278201600
1095,"[1214, 1064, 805, 1262, 1292, 1322, 1294, 1416, 1250, 1514, 256]",1278374400
287,"[542, 904, 1242, 1257, 1071, 1292, 1293, 1294, 1324, 1295, 824]",1278460800
1525,"[1214, 1020, 1240, 103, 202, 1294, 805, 1416, 1451, 1493, 824]",1278460800
368,"[1214, 1313, 1319, 1338, 1292, 1296, 1375, 1295, 1294, 1447, 419]",1278547200
455,"[1323, 1288, 1314, 1262, 1320, 1257, 1449, 680, 1295, 1252, 1514]",1278547200
92,"[313, 1102, 831, 834, 1316, 1296, 1275, 1294, 1245, 1248, 1155]",1278633600
3724,"[849, 949, 1066, 1151, 1177, 1214, 1288, 1292, 577, 1395, 1397]",1278633600
455,"[1288, 1314, 1262, 1320, 1257, 1449, 680, 1295, 1252, 1514, 72]",1278806400
505,"[1314, 1319, 1292, 1293, 1288, 1294, 1295, 1275, 1449, 1478, 256]",1278892800
505,"[1319, 1292, 1293, 1288, 1294, 1295, 1275, 1449, 1478, 256, 824]",1278892800
561,"[464, 1214, 1241, 1256, 1338, 1288, 1293, 1295, 1324, 1416, 824]",1278892800
436,"[1294, 1296, 1292, 1293, 1295, 1376, 1416, 1451, 1200, 1052, 1514]",1278979200
3168,"[1241, 1242, 1220, 1290, 1293, 1292, 1221, 752, 992, 1451, 824]",1278979200
563,"[1292, 1294, 1295, 1296, 1320, 1322, 1449, 1447, 1478, 256, 72]",1279065600
563,"[1294, 1295, 1296, 1320, 1322, 1449, 1447, 1478, 256, 72, 824]",1279065600
715,"[949, 986, 1214, 1242, 1256, 1314, 1288, 1319, 752, 1447, 1514]",1279065600
856,"[1241, 1315, 1319, 103, 1352, 1290, 1375, 1449, 992, 1451, 256]",1279065600
856,"[1315, 1319, 103, 1352, 1290, 1375, 1449, 992, 1451, 256, 1514]",1279065600
931,"[338, 348, 50, 365, 830, 616, 1362, 1223, 1394, 839, 824]",1279065600
566,"[1242, 1319, 1288, 1294, 1262, 1292, 1295, 1296, 1449, 1416, 1478]",1279152000
983,"[701, 257, 151, 242, 53, 552, 769, 109, 1238, 992, 824]",1279152000
1336,"[431, 430, 741, 1099, 429, 1324, 1375, 992, 1247, 824, 1245]",1279152000
1554,"[839, 103, 1320, 1296, 1292, 1449, 1294, 1295, 1324, 1447, 992]",1279152000
3247,"[1240, 1238, 1319, 1294, 1324, 1245, 419, 540]",1279152000
1220,"[864, 1338, 1296, 1288, 1294, 1375, 1361, 1449, 1221, 72, 824]",1279324800
670,"[476, 580, 542, 103, 1319, 1313, 1322, 1294, 1290, 1375, 1276]",1279411200
400,"[1320, 1288, 1293, 1342, 1292, 1295, 1296, 1294, 1416, 1331, 71]",1279497600
