user_id,item_ids,timestamp
14357,"[3886, 3056, 3672, 6534, 6534, 7547, 10023]",1346803200
1802,"[1479, 2659, 2663, 1520, 104, 3170, 16807, 8577, 10494, 9091, 8362]",1387065600
5252,"[766, 2908, 3127, 4118, 4498, 8025, 8557, 9316, 6595]",1426809600
20641,"[8161, 6883, 8513, 10665, 9849, 9861, 9926, 11194, 13466, 13930, 13430]",1423612800
18,"[8574, 3, 9925, 9913, 10977, 11304, 9913, 9907, 11883, 11966, 11983]",1390867200
996,"[3253, 129, 2644, 6550, 6550, 59, 2595, 2580, 3827, 4043, 3940]",1172448000
454,"[10134, 10277, 10568, 11027, 11781, 14158, 16966, 7253, 7574, 7946, 8584]",1416528000
1294,"[64, 1323, 1335, 1581, 1728, 1818, 2476, 3822, 3946, 3948, 4454]",1407196800
2479,"[3496, 3978, 4637, 6358, 6358, 7250, 7637, 12227, 35, 113, 16447]",1457481600
5741,"[12079, 12406, 13871, 3238, 7766, 9845, 11873, 12475, 13490, 13899, 13765]",1432771200
596,"[957, 955, 1018, 2422, 3838, 16575, 16829, 490, 4396, 7670, 590]",1253836800
4679,"[8290, 573, 1902, 2882, 1423, 8400, 11217, 11270, 12259, 13497, 13902]",1437609600
473,"[26, 154, 1191, 1295, 2035, 297, 6701, 6701, 8651, 6358, 6358]",1427673600
8016,"[2374, 1711, 1817, 2041, 1473, 2263, 2460, 2462, 2180, 1707, 2122]",1048982400
38622,"[8337, 10704, 11695, 12197, 12604, 12669, 12613]",1455580800
15074,"[4297, 11671, 10753, 9895, 11560, 11561, 7275, 12050, 12051, 13419, 13454]",1413676800
369,"[2392, 3459, 1303, 2421, 3171, 1642, 3857, 2334, 4167, 3473, 3844]",1141257600
12223,"[17147, 12084, 11782, 11698, 10645, 12981, 12782, 13569, 11906, 13951, 13458]",1427155200
14693,"[8387, 3131, 10591, 10831, 9954, 9853, 10553, 11763, 12195, 8850, 6263]",1398556800
92,"[4548, 4550, 4562, 4741, 4559, 4768, 4551, 2178, 4683, 4734, 4419]",1159056000
400,"[2754, 3669, 1198, 2121, 2103, 86, 1686, 1944, 2221, 2332, 2826]",1120694400
20385,"[5656, 9856, 11251, 8689, 5984, 11669, 12987, 13894, 17184, 14629, 13688]",1457481600
28515,"[8099, 9900, 9913, 10374, 5775, 9869, 10440, 9242, 11685]",1382140800
51063,"[12063, 14542, 13747, 14891, 15189]",1470009600
37643,"[8348, 8507, 9415, 9890, 9897, 9921, 9972, 10493, 10663, 10666, 12496]",1384819200
18091,"[6563, 8151, 9282, 14275, 29, 838, 3934, 4091, 4541, 5510, 7938]",1466294400
17978,"[3998, 5522, 12025, 12507, 12986, 3385, 3424, 3551]",1443225600
7337,"[12089, 12671, 9514, 14446, 13269, 14581, 10787, 14541, 14542, 15593, 15813]",1457049600
15236,"[12585, 13180, 13403, 7780, 9813, 5919, 14516, 4269, 9944, 5866, 8696]",1448150400
28129,"[5703, 6593, 6593, 7091, 8428, 8527, 10275, 10792, 7999]",1390694400
9344,"[3157, 3164, 3603, 2647, 4129, 2993, 16809, 3992, 3385, 2302, 4014]",1154476800
42780,"[13712, 12512, 12513, 11967, 11969, 12060, 12063, 12108, 12987, 13335, 13387]",1431129600
21835,"[13215, 13901, 11680, 12070, 13490, 13371, 13771, 14622, 12854, 15435, 12099]",1460851200
20939,"[7755, 9939, 4574, 6046, 6282, 6282, 7603, 6762, 9879, 9465, 10474]",1384128000
3884,"[7521, 7586, 7703, 7733, 8517, 8651, 8931, 9531, 9897, 7522, 7922]",1411516800
27007,"[11651, 11698, 11993, 12070, 12106, 12153, 12782, 13023, 13118, 13383, 14811]",1439424000
22952,"[15579, 9959, 9844, 9867, 11448, 9917, 11151, 13327, 13057, 11645, 13222]",1416873600
42222,"[9449, 9848, 9869, 9932, 10494, 10800, 10934]",1363132800
11708,"[2461, 3463, 2310, 2332, 5113, 3940]",1243728000
23153,"[9485, 7900, 8001, 3092, 5602, 7071, 4790, 5522, 7047, 12611, 2932]",1440374400
19499,"[6013, 7259, 8229, 9813, 6828, 6828, 7498, 4214, 9916, 12511, 13520]",1411516800
35587,"[12116, 12195, 7294, 12479, 11368, 10669, 13057, 14112, 10665, 13536, 10675]",1431561600
3580,"[1479, 2420, 2337, 1892, 3133, 3149, 3101, 2655, 2636, 2516, 2760]",1108166400
21554,"[9601, 9514, 8759, 8764, 9939, 7328, 9894, 5357, 12177, 10511, 10672]",1431302400
1519,"[1529, 705, 710, 16670, 2903, 1682, 2542, 1331, 2804, 81, 120]",1096502400
5283,"[15408, 13514, 15410, 756, 8717, 15169, 15170, 15620, 7898, 11647, 12986]",1457568000
2671,"[375, 354, 161, 561, 376, 175, 385, 193, 166, 1059, 1288]",977443200
30378,"[6208, 6208, 8114, 8344, 12082, 14842]",1462320000
35742,"[12694, 7328, 9748, 10714, 12477, 13859, 12088, 12333, 13930, 14891, 13768]",1448668800
26844,"[5517, 7881, 8585, 8749, 13538, 13466, 10311, 14212]",1469577600
47633,"[12155, 12806, 11291, 11432, 13651, 12868, 13174, 12669, 12902, 12722, 14229]",1436918400
9096,"[7383, 9532, 8391, 9629, 9931, 11352, 8985, 10656, 14779, 14116, 15531]",1457913600
15418,"[302, 625, 924, 3897, 4354, 4381, 4718, 5202, 5728, 7253, 7574]",1461888000
30831,"[6263, 6947, 6775, 6775, 7649, 8114, 10408, 11375, 12313, 12447, 11833]",1411862400
18639,"[14290, 9885, 11211, 14545, 14629, 14821, 14982, 15417, 15538, 15611, 15808]",1456012800
25077,"[6499, 5163, 11938, 9113, 9170, 9960, 9984, 10067, 10641, 9435, 9709]",1356307200
32370,"[8633, 9095, 9455, 9971, 9981, 10005, 10312, 10463, 10708, 10754, 11372]",1405555200
14206,"[6316, 10500, 1561, 16717, 3573, 16792, 4450, 5440, 5677, 5757, 5948]",1420070400
3399,"[281, 16581, 1797, 6403, 6403]",1210636800
51384,"[12095, 14200, 14232, 14959, 14958]",1438300800
11504,"[5543, 6681, 6681, 4965, 6242, 6242, 7116, 7755, 6278, 6278, 5126]",1268870400
21734,"[12039, 12004, 11453, 12191, 11525, 12960, 11650, 14387, 12230, 14367, 15725]",1468454400
15606,"[4697, 4752, 4574, 3452, 8751, 2509, 3110]",1436832000
2172,"[7264, 12304, 13447, 14131, 14494, 15043, 8027, 8794, 9996, 12594, 14731]",1458691200
8988,"[1710, 1711, 1713, 1715, 1760, 1858, 1887, 1996, 1720, 1903, 1961]",1026000000
27203,"[10649, 10881, 10913, 5517, 9628, 9873, 11697, 12061, 12102, 12432, 13111]",1400025600
40291,"[8879, 10528, 11813, 9301, 12104, 12060, 12870, 11883, 11648, 13859, 13310]",1422489600
13628,"[17060, 2849, 4714, 8676, 8788, 8983, 9939, 12177, 10551, 11900, 12333]",1431993600
6963,"[11796, 1325, 7994, 16749, 5037, 1255, 3270, 4167, 4357, 5926, 8843]",1424908800
14989,"[10709, 10711, 10835, 11850, 12594, 10872, 11074, 11212, 13041, 7149, 8206]",1396137600
40990,"[9004, 9950, 12175, 12486, 9732, 13499, 12581, 9111, 14182, 11124, 15372]",1446422400
7790,"[10023, 6112, 1229, 7518, 11309, 1407, 11890, 10682, 3088, 13323, 9927]",1435104000
4889,"[9877, 10021, 10712, 636, 1473, 9556, 10013, 13305, 14237, 11648, 12852]",1425859200
1878,"[1753, 7054, 5659, 6346, 6346, 7030, 7326, 7565, 6774, 6774, 6679]",1267315200
4640,"[3122, 3942, 28, 31, 518, 602, 613, 618, 684, 767, 772]",1467331200
12587,"[2569, 2684, 2761, 2811, 2815, 2864, 2984]",1070841600
21340,"[9565, 4629, 6282, 6282, 7266, 8002, 8580, 9163, 9803, 9932, 12299]",1446595200
22379,"[9749, 9970, 4642, 8585, 9880]",1377993600
1006,"[7979, 7986, 7938, 6788, 6788, 7510, 7944, 7918, 7957, 5217, 7958]",1244419200
22849,"[6426, 10707, 10984, 13041, 2205, 12245, 3956, 9828, 10670, 16957, 9300]",1461715200
7279,"[4632, 4641, 4646, 5126, 5657, 5683, 6344, 6356, 6344, 6356, 6889]",1419206400
39623,"[8984, 9864, 10158, 10800, 13528, 15616, 8596, 9254, 9848, 10555, 10604]",1358985600
9731,"[7141, 1993, 2976, 3522, 6837, 6837, 7634, 7656, 4441, 5397, 7654]",1239580800
22168,"[4638, 6511, 6511, 7761, 7387, 6348, 6348, 7603, 8419, 6356, 6356]",1269388800
24464,"[8902, 6026, 11631, 15657, 6851, 6851, 5352, 11545, 12254, 10212, 5517]",1451606400
92,"[83, 6344, 6344, 661, 5681, 4637, 6496, 6496, 6417, 6417, 6337]",1208390400
21252,"[5206, 6513, 6513, 5684, 4627, 7028, 9875, 5611, 8137, 8595, 9946]",1448323200
17516,"[5747, 6256, 6275, 6843, 6256, 6275, 6843, 4773, 4994, 5125, 5297]",1436313600
9749,"[1789, 6796, 6796, 8436, 8866, 9906, 9915, 6770]",1406678400
14912,"[6037, 6778, 6858, 6778, 6858, 7050, 6516, 6516, 7649, 7789, 7967]",1268179200
11446,"[908, 1465, 1925, 2201, 2248, 2752, 3010, 3062, 3066, 3589, 3952]",1449446400
4030,"[1026, 16665, 745, 964, 994, 16590, 16597, 1455, 977, 1031, 3564]",1294358400
761,"[116, 323, 504, 503, 582, 588, 587, 626, 1010, 1015, 1031]",1385424000
21336,"[10666, 12222, 12444, 9761, 4629, 12653, 11429, 12267, 13485, 13178, 14069]",1446422400
7828,"[3002, 1541, 2910, 2040, 3039, 3334, 3374, 3294, 3343, 3489, 3578]",1109376000
11316,"[7251, 2189, 4631, 4637, 6275, 6578, 6627, 6275, 6578, 6627]",1233792000
14989,"[8596, 10669, 10709, 10711, 10835, 11850, 12594, 10872, 11074, 11212, 13041]",1395360000
40025,"[8749, 10849, 8813, 6609, 10949]",1416268800
636,"[6828, 6828, 12477, 6352, 6352, 12154, 2322, 8544, 8290, 11769, 10212]",1423008000
1210,"[8708, 10230, 10336, 10337, 267, 59, 8290, 11447, 1906, 13914, 1722]",1443484800
1877,"[5121, 5668, 8355, 9951, 7565, 9970, 11671, 11901, 11975, 12511, 12325]",1394323200
1346,"[1660, 1723, 1641, 1769, 2189, 2122, 280, 68, 927, 1689, 1704]",1043798400
6487,"[1858, 1122, 1939, 1711, 1968, 1886, 2080, 1730, 2125, 2694, 2620]",1076198400
5950,"[1415, 1578, 972, 1684, 1713, 1637]",1017446400
4079,"[430, 437, 512, 518, 532, 582, 602, 611, 640, 683, 685]",994636800
16511,"[3703, 6763, 6763, 8692, 6075, 5234, 9016, 11357, 11426]",1389484800
978,"[89, 443, 1118, 1199, 874, 108, 1804, 843, 1281, 1613, 1689]",1013385600
40889,"[9969, 10604, 10671, 10835, 10742, 8989, 11970, 11971, 13256, 12877, 14536]",1441324800
21400,"[13198, 11668, 11645, 13929, 13309, 13667, 13310, 11993, 11712, 13371, 14311]",1432252800
1760,"[2521, 2889, 2532, 1649, 2282, 2574, 2647, 2129, 2891, 2825, 2743]",1077494400
2316,"[2065, 5119, 5568, 7930, 10379, 531, 2019, 7282, 9465, 17049, 632]",1419379200
11566,"[8325, 8971, 8418, 8581, 9939, 8601, 9041, 13142, 9846, 2253, 10499]",1332201600
43739,"[9864, 10711, 10835, 11029, 11837, 14112]",1440460800
14004,"[4999, 5260, 5502, 5487, 4642, 2935, 5486, 7644, 8307, 9163, 9217]",1295049600
23695,"[4962, 5506, 6350, 6350, 9931, 10923, 11454, 12141, 12406, 14112, 7494]",1445644800
382,"[16774, 4720, 5811, 7102, 8326, 13377, 13801, 2885, 3396, 3913, 15043]",1449100800
15180,"[5508, 7116, 8112, 10020, 10293, 10423, 11870, 11871, 12119, 12503, 12998]",1459987200
15224,"[9867, 11697, 11798, 11976, 11782, 10656, 11668, 12667, 13217, 13385, 12671]",1412121600
43956,"[9931, 10504, 10543, 9873, 13021]",1431302400
2809,"[1930, 1688, 2144, 3084, 4876, 1211, 2042, 3168, 3014, 2379, 2128]",1193270400
37360,"[9302, 11297, 14237, 12223, 7959, 11387]",1451260800
6593,"[1152, 1620, 1279, 1705, 1658, 1850, 1896, 1961, 1562, 3689, 3700]",1115769600
916,"[48, 13231, 12565, 2550, 5668, 12351]",1447804800
17181,"[3931, 6293, 6769, 6293, 6769, 7054, 9950, 10406, 10556, 11857, 13659]",1427673600
35879,"[10656, 7396, 12555, 12731, 12869]",1452384000
28210,"[6871, 6871, 9728, 9527, 10518, 5715]",1354838400
39767,"[9540, 8984, 13587, 11514, 11998, 12527, 8631, 13045, 11935, 11755, 11644]",1412899200
19278,"[10249, 9911, 9780, 10669, 10709, 10812, 9846, 9720, 10545, 10931, 11445]",1358640000
25073,"[6757, 6757, 5163, 6499, 6499]",1412985600
667,"[9336, 4868, 8698, 9793, 12144, 9311, 9078, 9343, 9121, 9421, 7009]",1300665600
10386,"[3254, 7942, 8750, 5359, 6348, 6348, 5101, 6511, 6511, 7116, 8983]",1315785600
28224,"[5717, 11906, 12080, 12986, 13415, 13516, 12640]",1435536000
10006,"[5464, 6392, 6392, 4940, 8821, 6613, 6651, 6613, 6651, 6954, 8398]",1297123200
28463,"[7703, 9498, 9873, 14437, 5775, 13689]",1452297600
622,"[41, 120, 48, 1748, 2600, 1520, 661, 1574, 3084, 1297, 3381]",1126483200
15879,"[3494, 7278, 5336, 7260, 6061]",1326153600
45969,"[10792, 10818, 11606, 11853, 11650, 11648, 11904, 12021, 12604, 11798, 11966]",1393372800
10201,"[4149, 5991, 3960, 6141, 6141, 6310, 6310, 4787, 4658, 6638, 6638]",1215993600
16419,"[6823, 7224, 7287, 7450, 7802, 7966, 10505, 11695, 11802, 11880, 13214]",1417910400
18140,"[4297, 6189, 6189, 7054, 8475, 12019, 12084, 17147, 9531, 11380, 11650]",1388880000
6515,"[10035, 7073, 11966, 11975, 11907, 1138, 12060, 12325, 11649, 12112, 10678]",1402704000
35213,"[9747, 10100, 7112, 5631, 8518, 11606]",1423785600
1572,"[6958, 7954, 8099, 8312, 8751, 9319, 9642, 9927, 10541, 1745, 2433]",1356739200
10796,"[8994, 9867, 2708, 11830, 6033, 12048, 10403, 13034, 13453, 13454, 13154]",1419033600
12912,"[9253, 9780, 2673, 4214, 6890, 5486, 5386, 5388, 9127, 8097]",1431302400
9336,"[3802, 4113, 3959, 5617, 5476, 6200, 6200, 7054, 8355, 10597, 9873]",1383696000
487,"[6532, 6429, 6532, 6431, 6431, 6428, 6428, 6301, 6301, 6584, 6584]",1210550400
21781,"[9293, 10532, 9874, 9894, 12284, 12484, 11998, 12782, 10777, 11668, 13176]",1407542400
15886,"[9332, 9503, 9726, 7712, 9186, 9190, 9546, 10184, 10871, 11491, 11592]",1410566400
49592,"[15596, 15664, 15767, 15768, 15780, 15824, 15881, 15956, 15955, 15960, 15962]",1468540800
13540,"[2831, 8505, 9282, 10666, 9776]",1427068800
20556,"[9699, 9901, 10029, 12646, 6944, 8595, 9856, 11281, 9884, 12221, 12975]",1404345600
7099,"[10356, 11108, 12051, 12026, 12891, 11971, 14051, 13940, 14774, 14654, 14890]",1446249600
999,"[1529, 2189, 2679, 2726, 2108, 2766, 51, 86, 936, 2122, 1458]",1082764800
2396,"[6471, 3834, 2679, 5507, 5699, 2807, 4699, 4932, 7005, 6274, 6274]",1224115200
3302,"[930, 2186, 2064, 37, 2815, 2419, 3349, 3326, 3194, 3256, 3449]",1103846400
19014,"[6774, 6774, 8112, 8419, 8969, 9041, 9200, 9799, 5518, 6008, 8137]",1355443200
16461,"[4875, 2444, 5395, 5257, 5950, 6403, 6403, 5365, 6469, 6469, 4139]",1236038400
38456,"[12853, 12875, 13215, 13220, 13226, 13490, 13577, 13581, 13582, 13675, 13846]",1426896000
1155,"[965, 16984, 982, 3089, 6779, 6779, 55, 3310, 364, 1491, 3836]",1321574400
602,"[40, 72, 76, 918, 1707, 2238, 2297, 2550, 2897, 3422, 2876]",1123113600
10378,"[2936, 3658, 3978, 4007, 4050, 4082, 4576, 5926, 6085, 6088, 6531]",1424131200
12823,"[2656, 1208, 3558, 6151, 6151, 6171, 6171]",1205452800
2477,"[7302, 10919, 11936, 445, 148]",1459728000
14540,"[12102, 13680, 11653, 12670, 13223, 14596, 14621, 12100, 14585, 11905, 14512]",1474416000
15064,"[7605, 8773, 8737, 7612, 6049, 8762, 7826, 7657, 8082, 11025, 6546]",1347494400
8893,"[5340, 5622, 5813, 6557, 6610, 6557, 6610, 7410, 7756, 7790, 8344]",1409875200
2436,"[239, 371, 938, 1826, 3122, 11648, 241, 16457, 1188, 1572, 2328]",1431129600
15064,"[9816, 10642, 10959, 5411, 10366, 11940, 8632, 10489, 3247, 7599, 17040]",1350864000
1760,"[9483, 2231, 2414, 7265, 9736, 5801, 3655, 3886, 4933, 4949, 8531]",1343520000
11406,"[2214, 3582, 4526, 3857, 11796, 12299]",1416441600
28892,"[9163, 11281, 6780, 6780, 10029, 5903, 6282, 6518, 6282, 6518, 7816]",1417910400
14931,"[3959, 4167, 5090, 4770, 3208, 5101, 5522, 5901, 6070, 6046, 4629]",1217116800
11257,"[3469, 4672, 4394, 4077, 5031, 5141, 4544, 4786, 2855, 2927, 3274]",1169337600
38178,"[8572, 9937, 10037, 11645, 13592, 8229, 11644, 12782]",1451952000
3517,"[2127, 311, 318, 331, 1832]",1048464000
30408,"[7528, 9051, 6211, 6211, 12643, 11645, 12667]",1426896000
18863,"[6351, 6241, 6351, 7326, 8099, 4180, 5900, 5486, 4644, 6961, 7576]",1288569600
43894,"[11648, 11650, 12068, 12177, 12276, 12475, 12539, 12772, 12783, 12810, 12837]",1463875200
9813,"[6266, 4465, 4023, 4629, 4968, 6046, 6365, 6365, 3459, 4630, 6348]",1244937600
64,"[6213, 6648, 6213, 6648, 7728, 8347, 8657, 8996, 9418, 10826, 11613]",1419379200
49290,"[13474, 13479, 11655, 11703, 11734, 11958, 13310, 13473, 14594]",1437782400
17002,"[7517, 9761, 9093, 11289, 10852, 10189, 5283, 10751, 11487, 5019, 10125]",1422144000
402,"[1492, 1486, 1567, 1079, 1233, 1376, 1489, 1114, 821, 1630, 1264]",996537600
15903,"[5966, 3511, 5987, 5228, 6054, 6247, 6247, 8844, 7458, 8457, 9084]",1309392000
8376,"[1550, 2457, 3140, 3399, 3432, 4171, 3397, 4078]",1136419200
9998,"[3975, 2894, 1931, 3932, 3973, 4025, 4246, 4500, 3526, 4556, 4446]",1158624000
1574,"[16591, 2676, 2316, 84, 6958, 3697, 16944, 4170, 5054, 6262, 6262]",1353542400
2742,"[177, 1421, 1269, 1764, 377, 2250, 3362]",1099008000
9438,"[1779, 1789, 1797, 1812, 1864, 2052, 1752, 1876, 2015, 1774, 2026]",1025654400
8200,"[4477, 4680, 5043, 5656, 2751, 3159, 4042, 4145, 5007, 5012, 5709]",1198972800
16126,"[4680, 4797, 4943, 5190, 5376, 5500, 5656, 6119, 6119, 7786, 5293]",1326412800
11896,"[5347, 2653, 6241, 6241, 3932, 3533, 3213, 8751, 8983, 10133, 7032]",1410825600
5097,"[12204, 11802, 12653, 12206, 13184, 12003, 12089, 13493, 11993, 13458, 13343]",1427587200
31532,"[13525, 14319, 14381, 14485, 14494, 15378, 6358, 6358, 14602, 15378, 15491]",1447804800
807,"[1492, 2411, 2178, 2569, 3018, 2334, 501, 2347, 538, 568, 588]",1307664000
10252,"[1927, 4114, 5773, 6305, 6305, 4670, 5274]",1241568000
9085,"[1707, 1805, 1949, 1749, 1979, 1992, 2053, 2038, 1906, 2142, 1901]",1034726400
1760,"[2999, 3023, 3040, 3081, 2897, 2991, 3273, 3270, 3349, 2419, 3326]",1094947200
9098,"[10146, 12513, 12511, 11906, 12063, 12784, 11798, 8299, 10367, 10703, 11986]",1406073600
3564,"[11802, 12589, 2581, 5317, 5469, 5935, 6499, 7098, 7530, 11057, 3820]",1458604800
26405,"[5900, 5464, 7518, 11744, 7414]",1411516800
8968,"[1720, 2485, 2709, 3181, 3356, 3380, 1895, 2791, 2763, 3379, 3596]",1238371200
39540,"[8593, 9858, 15545, 13493, 14120, 15782]",1464739200
1523,"[2663, 4630, 5394, 7959, 672, 766, 12570, 4726, 289, 3845, 7220]",1420761600
16313,"[8608, 9829, 8623, 5174, 17103, 10292, 8081, 10610, 11259, 11260, 10715]",1358985600
2014,"[5486, 11906, 12458, 13479, 12060, 12667, 6851, 6851, 7132, 10078, 13383]",1429056000
21936,"[8887, 5180, 7152, 8229, 6278, 4637]",1446854400
12368,"[2719, 3250, 2756, 3289, 2528, 3268]",1134345600
18342,"[10794, 12044, 13081, 13224, 10849, 12731, 11908, 12325, 13273, 13428, 13430]",1425427200
2689,"[2664, 2958, 2965, 221, 351, 2090, 16673, 166, 1162, 1954, 199]",1104796800
15437,"[3829, 3373, 4710, 5208, 6233, 6233, 2993, 5235]",1350691200
16011,"[6175, 6175, 3522, 7510, 8284]",1259452800
7479,"[14803, 14450, 12932, 12017, 14918, 14516, 13180, 14504, 14326, 15706, 14142]",1457827200
22162,"[6358, 6358, 7586, 7451, 4638, 6363, 6363]",1265932800
8166,"[1507, 3115, 2890, 3675, 3514, 6425, 6425, 6351, 6351]",1226016000
667,"[5427, 6038, 2270, 291, 5990, 6111, 5757, 5847, 3425, 3699, 4127]",1196121600
858,"[6275, 6275, 7092, 5159, 2051, 2283, 2461, 1762, 3940, 2631, 3424]",1351987200
45449,"[10791, 10350, 10614, 12677, 14985, 17159, 13529]",1437868800
24239,"[6341, 6341, 8989, 9869, 10710, 11651, 11647, 13446, 13818, 5038, 5566]",1443139200
30073,"[8174, 8340, 6156, 6156, 8597, 8704, 12837]",1419379200
1807,"[5944, 4637, 2143, 5830, 6436, 6436, 5621, 3738, 2807, 3960, 7179]",1220659200
3456,"[7209, 7586, 7041, 5175, 7030, 7594, 5807, 4638, 6348, 6348, 6941]",1246233600
33963,"[6794, 6794, 10812, 11698, 14761, 9858, 11276, 14433, 8598, 9877, 10704]",1455840000
11492,"[6584, 6725, 6725, 6381, 6381, 6119, 6119, 6359, 6359, 6345, 6345]",1245110400
14,"[10210, 10209, 9873, 11648, 12946, 12106, 13890, 13180, 14808, 15469, 13649]",1464048000
2606,"[182, 918, 1235, 759, 1231, 1595, 1582, 1787, 1477, 1362, 1565]",1006473600
4814,"[4419, 3940, 3295, 5476, 2322, 6062, 6061, 5165, 3148, 6569, 6569]",1211846400
16013,"[4477, 5007, 4150, 4155, 4043, 5656, 3522, 3937, 5981, 6608, 6608]",1212969600
31402,"[6351, 6351, 8200, 8254, 12443]",1412121600
43064,"[9695, 9760, 10620, 11371, 11900]",1398729600
3450,"[2257, 2705, 2719, 2842, 2632, 16680, 2220, 2730, 3006, 2596, 2835]",1082592000
12725,"[8355, 9246, 9014, 8586, 8337, 8985, 11216, 9943, 8862, 12986, 12112]",1402012800
29832,"[6119, 6578, 6731, 6119, 6578, 6731]",1213574400
31887,"[15141, 15142, 15120, 15121, 15123, 15122, 15125, 15126, 15130, 15129, 15143]",1456358400
14687,"[10284, 10534, 10848, 10867, 11638, 11651, 11668, 11782, 12585, 12820, 12837]",1409356800
809,"[5998, 6388, 6388, 7094, 7097, 5561, 6909, 7411, 7322, 6512, 6512]",1238716800
